ipcc_annex,c_group_im24_sh,country_code_a3,name,substance,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022
Non-Annex_I,India +,IND,India,CO2,995652.56273705,1011804.6665593,1049880.12106,1081785.2295363,1166816.6112873,1216533.9379132,1298395.1033872,1413864.7881876,1503611.0655585,1643064.7474162001,1743692.8910335,1850331.8538461,2022764.7816748,2083210.9268374,2242840.9382563,2260131.4200741,2303361.9074268,2433783.0814158,2573119.4015961,2542035.0757134,2318947.6654619,2548483.2647285,2740820.6309154
